Dataset: MERRA2_400.tavg1_2d_rad_Nx.20210130.nc4
ALBEDO[0][0], 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037, 0.8037
ALBEDO[0][1], 0.792958, 0.792958, 0.792958, 0.792958, 0.794178, 0.795399, 0.79662, 0.797841, 0.798329, 0.797596, 0.796376, 0.795155, 0.793934, 0.792714, 0.792958, 0.793934, 0.795887, 0.797596, 0.798817, 0.799794, 0.801014, 0.802235, 0.8037, 0.805165, 0.806141, 0.805653, 0.805409, 0.804921, 0.804188, 0.802968, 0.801747, 0.800526, 0.79955, 0.79955, 0.79955, 0.799305, 0.799305, 0.79955, 0.800038, 0.80077, 0.801503, 0.801991, 0.802235, 0.801991, 0.801503, 0.801259, 0.801014, 0.80077, 0.801014, 0.801014, 0.801259, 0.801503, 0.801747, 0.801259, 0.800282, 0.79955, 0.798573, 0.798085, 0.797841, 0.797596, 0.797352, 0.796864, 0.796132, 0.795643, 0.795155, 0.794423, 0.794423, 0.794423, 0.794911, 0.794911, 0.794911, 0.794911, 0.794667, 0.794667, 0.794423, 0.794423, 0.794423, 0.794423, 0.795155, 0.795887, 0.79662, 0.797352, 0.798085, 0.798817, 0.79955, 0.800526, 0.801014, 0.801259, 0.801747, 0.801991, 0.801503, 0.800526, 0.799794, 0.799061, 0.798329, 0.797841, 0.797352, 0.79662, 0.795887, 0.795155, 0.794667, 0.794423, 0.794423, 0.794178, 0.793934, 0.79369, 0.793202, 0.792714, 0.791981, 0.791493, 0.791005, 0.791493, 0.791737, 0.79247, 0.792958, 0.792958
ALBEDO[0][2], 0.791005, 0.782704, 0.774647, 0.690663, 0.630604, 0.690419, 0.712636, 0.711171, 0.724843, 0.72997, 0.728993, 0.730214, 0.726063, 0.726796, 0.737538, 0.741688, 0.74535, 0.767079, 0.78368, 0.790272, 0.793934, 0.795399, 0.795155, 0.796132, 0.799061, 0.801014, 0.801503, 0.802479, 0.803944, 0.804188, 0.801503, 0.798329, 0.795399, 0.793202, 0.791737, 0.789784, 0.789784, 0.79247, 0.79369, 0.793934, 0.794911, 0.794667, 0.79369, 0.792958, 0.79247, 0.792714, 0.794178, 0.796132, 0.796132, 0.796376, 0.796864, 0.797352, 0.797596, 0.797596, 0.796132, 0.793934, 0.793446, 0.794178, 0.794667, 0.795399, 0.795643, 0.795155, 0.794178, 0.792714, 0.791981, 0.791737, 0.791737, 0.791981, 0.791737, 0.791493, 0.791493, 0.791493, 0.791005, 0.791249, 0.792225, 0.793202, 0.794423, 0.794423, 0.793934, 0.793202, 0.79247, 0.791981, 0.791493, 0.791249, 0.791249, 0.791981, 0.792714, 0.793202, 0.793446, 0.794178, 0.795887, 0.797108, 0.798085, 0.798573, 0.797841, 0.795643, 0.793934, 0.792714, 0.791981, 0.791005, 0.790028, 0.789784, 0.789052, 0.787098, 0.785634, 0.784413, 0.781971, 0.777577, 0.782704, 0.790028, 0.771962, 0.752186, 0.771962, 0.791981, 0.791981, 0.79247
ALBEDO[0][3], 0.780018, 0.782948, 0.782948, 0.780995, 0.781239, 0.77953, 0.7766, 0.784413, 0.782948, 0.781727, 0.777333, 0.776845, 0.777821, 0.780262, 0.780507, 0.777333, 0.778553, 0.779286, 0.780751, 0.783925, 0.787587, 0.791493, 0.78954, 0.788563, 0.789296, 0.791493, 0.791493, 0.793934, 0.797108, 0.800038, 0.80077, 0.795643, 0.789784, 0.788319, 0.785878, 0.787098, 0.792958, 0.793446, 0.798085, 0.788075, 0.768055, 0.783436, 0.800038, 0.787587, 0.774891, 0.784901, 0.792714, 0.794667, 0.799794, 0.801747, 0.802968, 0.804921, 0.795887, 0.794178, 0.796132, 0.795887, 0.793446, 0.78954, 0.78661, 0.787098, 0.787098, 0.786122, 0.783925, 0.782948, 0.782948, 0.783925, 0.783925, 0.784901, 0.784657, 0.784657, 0.78368, 0.783192, 0.783925, 0.784901, 0.785145, 0.785634, 0.786366, 0.787098, 0.786366, 0.785145, 0.783925, 0.783192, 0.782704, 0.783436, 0.785389, 0.788075, 0.789784, 0.790761, 0.792225, 0.79247, 0.793934, 0.795155, 0.793446, 0.793934, 0.793202, 0.794667, 0.793202, 0.78954, 0.787831, 0.786122, 0.784901, 0.784169, 0.784169, 0.784413, 0.78246, 0.781483, 0.780507, 0.786366, 0.788319, 0.784413, 0.776356, 0.767811, 0.770009, 0.775136, 0.777089, 0.779774
ALBEDO[0][4], 0.819569, 0.822255, 0.82494, 0.82372, 0.818348, 0.809803, 0.804677, 0.801747, 0.799305, 0.804677, 0.801991, 0.805165, 0.814198, 0.817372, 0.812489, 0.802479, 0.790272, 0.783436, 0.783436, 0.785634, 0.788075, 0.791981, 0.79369, 0.797108, 0.795887, 0.795155, 0.794423, 0.793446, 0.794911, 0.792958, 0.793446, 0.789296, 0.781483, 0.784169, 0.792225, 0.798085, 0.796864, 0.798817, 0.798817, 0.800038, 0.806141, 0.812977, 0.804921, 0.800282, 0.794911, 0.794178, 0.797841, 0.789296, 0.785145, 0.795155, 0.793934, 0.786122, 0.798817, 0.790761, 0.780507, 0.777821, 0.775624, 0.776112, 0.7766, 0.774647, 0.772694, 0.771962, 0.770497, 0.770985, 0.772694, 0.774159, 0.776112, 0.776845, 0.778309, 0.77953, 0.780995, 0.78368, 0.786366, 0.786854, 0.788075, 0.789052, 0.790516, 0.790516, 0.790516, 0.78954, 0.788319, 0.78661, 0.785878, 0.786122, 0.786366, 0.785878, 0.786854, 0.788075, 0.788075, 0.787587, 0.789296, 0.791005, 0.79247, 0.794178, 0.794423, 0.79247, 0.790516, 0.788319, 0.785145, 0.784413, 0.783436, 0.785145, 0.788075, 0.786366, 0.789784, 0.787831, 0.787098, 0.790516, 0.787098, 0.770985, 0.775624, 0.787343, 0.791249, 0.800038, 0.811512, 0.818348
ALBEDO[0][5], 0.0774121, 0.0701795, 0.0703626, 0.07021, 0.0700879, 0.0705457, 0.185292, 0.607411, 0.805409, 0.770497, 0.849354, 0.84911, 0.842762, 0.814442, 0.805653, 0.79369, 0.795155, 0.793446, 0.800526, 0.803212, 0.807362, 0.808827, 0.809071, 0.808339, 0.80785, 0.805897, 0.803456, 0.801503, 0.798817, 0.795643, 0.798085, 0.799305, 0.798573, 0.798573, 0.798329, 0.802235, 0.798573, 0.794911, 0.795887, 0.809315, 0.807118, 0.765858, 0.686024, 0.553456, 0.522206, 0.446888, 0.413441, 0.632313, 0.785145, 0.784169, 0.783192, 0.785634, 0.781727, 0.772206, 0.770497, 0.768788, 0.770741, 0.770497, 0.767811, 0.765858, 0.771962, 0.773671, 0.766102, 0.767079, 0.766346, 0.766102, 0.767811, 0.76952, 0.774403, 0.779774, 0.786122, 0.794667, 0.799305, 0.799061, 0.802235, 0.81078, 0.815663, 0.81371, 0.80663, 0.800282, 0.795887, 0.796132, 0.794667, 0.793934, 0.791981, 0.791005, 0.791249, 0.791493, 0.791005, 0.789296, 0.787587, 0.785634, 0.785878, 0.787343, 0.785634, 0.786122, 0.78661, 0.787343, 0.787831, 0.787831, 0.787831, 0.788075, 0.788807, 0.790028, 0.791981, 0.794667, 0.794178, 0.795155, 0.794423, 0.796132, 0.448231, 0.397938, 0.601552, 0.507557, 0.218556, 0.0764356
ALBEDO[0][6], 0.0667462, 0.101002, 0.259022, 0.295033, 0.218312, 0.0768628, 0.0686536, 0.0748181, 0.0724072, 0.0720105, 0.0976758, 0.250355, 0.408192, 0.568104, 0.699696, 0.791737, 0.805897, 0.821278, 0.812245, 0.815419, 0.812245, 0.838612, 0.836171, 0.801503, 0.7766, 0.745106, 0.854481, 0.858143, 0.859364, 0.853505, 0.850819, 0.845204, 0.833973, 0.817616, 0.802968, 0.794667, 0.790272, 0.795887, 0.601552, 0.581044, 0.599354, 0.59911, 0.58788, 0.572499, 0.541981, 0.472157, 0.491688, 0.385365, 0.203724, 0.297596, 0.648427, 0.774891, 0.77245, 0.768544, 0.765858, 0.757069, 0.749745, 0.757069, 0.7683, 0.761464, 0.757069, 0.75829, 0.759266, 0.764393, 0.766835, 0.770253, 0.777821, 0.785389, 0.783192, 0.784169, 0.784169, 0.784413, 0.785389, 0.787343, 0.789784, 0.793934, 0.800038, 0.806141, 0.803944, 0.800038, 0.786854, 0.783925, 0.787587, 0.789784, 0.790761, 0.791737, 0.791737, 0.792225, 0.793446, 0.792958, 0.791493, 0.790516, 0.790272, 0.789784, 0.789052, 0.787831, 0.788563, 0.788075, 0.786366, 0.785389, 0.787098, 0.786122, 0.787587, 0.787587, 0.788563, 0.790761, 0.791493, 0.796132, 0.803944, 0.806141, 0.471425, 0.0655103, 0.0662427, 0.0654187, 0.0660901, 0.0668225
ALBEDO[0][7], 0.0659986, 0.0642285, 0.0613294, 0.176869, 0.266957, 0.216908, 0.179127, 0.117054, 0.0763135, 0.24712, 0.206654, 0.252247, 0.226674, 0.210194, 0.156361, 0.108845, 0.260853, 0.378773, 0.29601, 0.243092, 0.160328, 0.201649, 0.445912, 0.497548, 0.38683, 0.794667, 0.871571, 0.76122, 0.687733, 0.712391, 0.521473, 0.509511, 0.523182, 0.656727, 0.37682, 0.641102, 0.652821, 0.800282, 0.771229, 0.576161, 0.598622, 0.5808, 0.562001, 0.567128, 0.552479, 0.540272, 0.517567, 0.432728, 0.382435, 0.420277, 0.408925, 0.284535, 0.489613, 0.741444, 0.727772, 0.73827, 0.753651, 0.762196, 0.753651, 0.735341, 0.750477, 0.738026, 0.752675, 0.756337, 0.768055, 0.73119, 0.782704, 0.799794, 0.803944, 0.792225, 0.805409, 0.807118, 0.799061, 0.784413, 0.784413, 0.792225, 0.795887, 0.792958, 0.794911, 0.771718, 0.781239, 0.780751, 0.785145, 0.790028, 0.792225, 0.792714, 0.792958, 0.793202, 0.79369, 0.79247, 0.792714, 0.793934, 0.795155, 0.794911, 0.79369, 0.793934, 0.794423, 0.794178, 0.793202, 0.793202, 0.792225, 0.79247, 0.791005, 0.791493, 0.795155, 0.795155, 0.795399, 0.797596, 0.791249, 0.797841, 0.816151, 0.80663, 0.445546, 0.0627789, 0.063664, 0.0663648
ALBEDO[0][8], 0.0549359, 0.0574994, 0.0655713, 0.0610394, 0.0566907, 0.0574231, 0.0578809, 0.0591779, 0.0638623, 0.065846, 0.0655255, 0.0638623, 0.0662274, 0.0677686, 0.0697217, 0.0723767, 0.179982, 0.238942, 0.298939, 0.363759, 0.41454, 0.337147, 0.261097, 0.232594, 0.215931, 0.294178, 0.301381, 0.462147, 0.408192, 0.368886, 0.161793, 0.0709424, 0.0724988, 0.355336, 0.657704, 0.80077, 0.750233, 0.798817, 0.730702, 0.581776, 0.5891, 0.580067, 0.569325, 0.566639, 0.514882, 0.354603, 0.197377, 0.126027, 0.0796704, 0.0716443, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 0.748524, 0.698964, 0.571278, 0.416615, 0.607411, 0.758534, 0.695057, 0.822499, 0.763173, 0.782216, 0.781727, 0.801014, 0.793934, 0.78661, 0.792958, 0.79369, 0.794178, 0.794667, 0.805409, 0.685536, 0.773915, 0.794423, 0.794178, 0.797841, 0.795887, 0.79369, 0.792714, 0.794667, 0.793934, 0.794423, 0.796376, 0.796132, 0.800526, 0.801014, 0.802235, 0.80077, 0.801259, 0.801503, 0.800282, 0.800526, 0.797596, 0.800526, 0.802479, 0.8037, 0.815907, 0.81493, 0.812489, 0.697011, 0.573964, 0.491688, 0.384388, 0.123616, 0.0561719, 0.0552869
ALBEDO[0][9], 0.0519299, 0.0518384, 0.0527234, 0.0587659, 0.0584912, 0.0643201, 0.0645032, 0.0550733, 0.0579114, 0.0604596, 0.0625348, 0.0680737, 0.0690198, 0.0697522, 0.0701795, 0.0704846, 0.0708203, 0.0721021, 0.0762525, 0.0784802, 0.0821424, 0.0833325, 0.0839734, 0.0799756, 0.0794263, 0.0762525, 0.0750623, 0.0747266, 0.109669, 0.0761914, 0.0790296, 0.0714917, 0.0741162, 0.0709119, 0.0712171, 0.0794568, 0.537587, 0.627186, 0.649403, 0.599843, 0.511708, 0.311635, 0.120778, 0.074513, 0.106129, 0.072804, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 1e+15, 0.0706372, 0.0718579, 0.0725598, 0.122853, 0.161, 0.139393, 0.243641, 0.56371, 0.657216, 0.770985, 0.821278, 0.811024, 0.649159, 0.580311, 0.270375, 0.44347, 0.475575, 0.182911, 0.114583, 0.638905, 0.805653, 0.809559, 0.78954, 0.788807, 0.798817, 0.790272, 0.791005, 0.80663, 0.809071, 0.82787, 0.819081, 0.834706, 0.833485, 0.85204, 0.845204, 0.847889, 0.844471, 0.823231, 0.805653, 0.742421, 0.507069, 0.598134, 0.585927, 0.468129, 0.127491, 0.0638165, 0.0520215, 0.0541882, 0.0544324, 0.0530591, 0.0517926
